1760,-1.0
3360,-1.0
4960,-1.0
6560,-1.0
8160,-1.0
9760,-1.0
11360,-1.0
12960,-1.0
14560,-1.0
16160,-1.0
17760,-1.0
19360,-1.0
20960,-1.0
22560,-0.6
24160,-1.0
25760,-0.8
27360,-1.0
28960,-0.8
30560,-0.8
32160,-1.0
33760,-1.0
35360,-1.0
36960,-0.8
38560,-1.0
40160,-1.0
41760,-0.8
43360,-1.0
44960,-0.6
46560,-1.0
48160,-1.0
49760,-0.8
51360,-1.0
52960,-1.0
54560,-1.0
56160,-0.8
57760,-1.0
59360,-1.0
60960,-0.8
62560,-1.0
64160,-0.6
65760,-0.8
67360,-1.0
68960,-0.8
70560,-1.0
72160,-1.0
73760,-1.0
75360,-1.0
76960,-1.0
78560,-0.8
80160,-0.4
81760,-0.8
83360,-0.6
84960,-0.8
86560,-1.0
88160,-0.6
89760,-0.8
91360,-0.8
92960,-0.4
94560,-1.0
96160,-1.0
97760,-1.0
99360,-1.0
100960,-1.0
102560,-1.0
104160,-0.6
105760,-0.8
107360,-1.0
108960,-0.8
110560,-1.0
112160,-1.0
113760,-1.0
115360,-0.8
116960,-1.0
118560,-0.8
120160,-0.8
121760,-0.4
123360,-0.8
124960,-0.6
126560,-0.8
128160,-0.8
129760,-0.8
131360,-0.6
132960,-0.6
134560,-1.0
136160,-1.0
137760,-1.0
139360,-1.0
140960,-0.8
142560,-0.8
144160,-0.6
145760,-1.0
147360,-0.8
148960,-0.8
150560,-0.8
152160,-0.8
153760,-0.4
155360,-1.0
156960,-0.8
158560,-1.0
160160,-0.8
161760,-0.8
163360,-0.6
164960,-0.4
166560,-0.8
168160,-1.0
169760,-0.8
171360,-0.8
172960,-0.8
174560,-1.0
176160,-1.0
177760,-0.6
179360,-0.8
180960,-0.8
182560,-1.0
184160,-0.6
185760,-1.0
187360,-0.6
188960,-1.0
190560,-0.6
192160,-1.0
193760,-0.8
195360,-0.8
196960,-1.0
198560,-0.6
200160,-1.0
201760,-0.6
203360,-0.4
204960,-0.6
206560,-0.4
208160,-0.6
209760,-0.8
211360,-1.0
212960,-0.6
214560,-0.4
216160,-1.0
217760,-0.6
219360,-1.0
220960,-1.0
222560,-0.8
224160,-0.8
225760,-0.6
227360,-0.6
228960,-0.6
230560,-0.8
232160,-0.8
233760,-1.0
235360,-0.8
236960,-0.6
238560,-0.8
240160,-1.0
241760,-0.8
243360,-0.6
244960,-1.0
246560,-1.0
248160,-1.0
249760,-0.8
251360,-1.0
252960,-0.8
254560,-1.0
256160,-0.8
257760,-0.2
259360,-0.4
260960,-1.0
262560,-1.0
264160,-0.6
265760,-0.6
267360,-0.8
268960,-0.8
270560,-0.6
272160,-0.8
273760,-0.8
275360,-0.8
276960,-0.8
278560,-0.8
280160,-0.8
281760,-0.6
283360,-1.0
284960,-0.8
286560,-0.8
288160,-0.6
289760,-0.4
291360,-1.0
292960,-1.0
294560,-1.0
296160,-0.8
297760,-0.6
299360,-0.8
300960,-0.6
302560,-0.6
304160,0.0
305760,-1.0
307360,-1.0
308960,-0.8
310560,-0.6
312160,-0.8
313760,-1.0
315360,-0.6
316960,-1.0
318560,-1.0
320160,-1.0
321760,-0.6
323360,-0.8
324960,-1.0
326560,-0.8
328160,-0.2
329760,-0.8
331360,-1.0
332960,-0.8
334560,-1.0
336160,-1.0
337760,-0.8
339360,-0.8
340960,-1.0
342560,-1.0
344160,-1.0
345760,-1.0
347360,-0.8
348960,-1.0
350560,-1.0
352160,-1.0
353760,-1.0
355360,-0.8
356960,-0.8
358560,-0.8
360160,-1.0
361760,-1.0
363360,-0.8
364960,-0.6
366560,-0.8
368160,-1.0
369760,-1.0
371360,-0.8
372960,-1.0
374560,-1.0
376160,-0.8
377760,-1.0
379360,-0.6
380960,-0.8
382560,-0.8
384160,-1.0
385760,-1.0
387360,-0.8
388960,-1.0
390560,-0.8
392160,-0.8
393760,-0.8
395360,-0.6
396960,-0.8
398560,-1.0
400160,-0.6
401760,-0.8
403360,-1.0
404960,-1.0
406560,-1.0
408160,-1.0
409760,-0.8
411360,-1.0
412960,-0.8
414560,-1.0
416160,-1.0
417760,-1.0
419360,-1.0
420960,-1.0
422560,-1.0
424160,-0.8
425760,-0.8
427360,-1.0
428960,-1.0
430560,-0.8
432160,-0.6
433760,-1.0
435360,-0.8
436960,-1.0
438560,-1.0
440160,-0.8
441760,-0.4
443360,-1.0
444960,-1.0
446560,-1.0
448160,-1.0
449760,-0.8
451360,-0.6
452960,-0.6
454560,-1.0
456160,-1.0
457760,-0.6
459360,-1.0
460960,-0.8
462560,-1.0
464160,-0.8
465760,-0.6
467360,-0.8
468960,-0.4
470560,-0.8
472160,-1.0
473760,-0.8
475360,-1.0
476960,-0.6
478560,-0.8
480160,-1.0
481760,-0.8
483360,-1.0
484960,-1.0
486560,-0.8
488160,-1.0
489760,-1.0
491360,-0.8
492960,-0.4
494560,-0.6
496160,-0.4
497760,-1.0
499360,-0.8
500960,-0.8
502560,-0.8
504160,-1.0
505760,-0.8
507360,-1.0
508960,-0.6
510560,-0.4
512160,-0.8
513760,-0.8
515360,-0.6
516960,-1.0
518560,-1.0
520160,-0.6
521760,-1.0
523360,-0.6
524960,-0.4
526560,-1.0
528160,-0.6
529760,-0.8
531360,-0.8
532960,-0.8
534560,-0.8
536160,-1.0
537760,-1.0
539360,-0.8
540960,-1.0
542560,-1.0
544160,-1.0
545760,-0.8
547360,-0.8
548960,-1.0
550560,-0.8
552160,-0.6
553760,-0.4
555360,-0.8
556960,-0.6
558560,-0.8
560160,-1.0
561760,-1.0
563360,-1.0
564960,-1.0
566560,-0.6
568160,-0.6
569760,-0.8
571360,-0.8
572960,-1.0
574560,-0.6
576160,-0.8
577760,-1.0
579360,-1.0
580960,-0.8
582560,-0.8
584160,-0.8
585760,-0.8
587360,-1.0
588960,-1.0
590560,-1.0
592160,-0.6
593760,-0.6
595360,-1.0
596960,-1.0
598560,-0.6
600160,-0.6
601760,-0.8
603360,-1.0
604960,-0.8
606560,-0.8
608160,-0.8
609760,-0.8
611360,-1.0
612960,-1.0
614560,-1.0
616160,-1.0
617760,-0.8
619360,-1.0
620960,-1.0
622560,-1.0
624160,-0.8
625760,-0.8
627360,-0.8
628960,-1.0
630560,-0.8
632160,-1.0
633760,-1.0
635360,-0.8
636960,-1.0
638560,-0.4
640160,-0.4
641760,-0.8
643360,-0.8
644960,-0.8
646560,-0.6
648160,-0.8
649760,-1.0
651360,-1.0
652960,-1.0
654560,-1.0
656160,-0.8
657760,-0.8
659360,-1.0
660960,-0.6
662560,-0.6
664160,-0.8
665760,-0.8
667360,-1.0
668960,-0.8
670560,-1.0
672160,-0.8
673760,-0.6
675360,-0.6
676960,-0.8
678560,-1.0
680160,-1.0
681760,-1.0
683360,-1.0
684960,-1.0
686560,-0.8
688160,-0.6
689760,-0.8
691360,-0.8
692960,-0.8
694560,-1.0
696160,-0.8
697760,-1.0
699360,-1.0
700960,-0.8
702560,-1.0
704160,-0.8
705760,-0.8
707360,-0.6
708960,-0.6
710560,-1.0
712160,-0.8
713760,-0.6
715360,-0.6
716960,-0.8
718560,-1.0
720160,-0.8
721760,-1.0
723360,-0.6
724960,-0.6
726560,-1.0
728160,-1.0
729760,-0.8
731360,-0.8
732960,-0.6
734560,-0.6
736160,-1.0
737760,-0.6
739360,-0.8
740960,-0.8
742560,-0.8
744160,-0.8
745760,-0.8
747360,-0.8
748960,-1.0
750560,-1.0
752160,-1.0
753760,-1.0
755360,-1.0
756960,-0.8
758560,-1.0
760160,-1.0
761760,-1.0
763360,-1.0
764960,-0.8
766560,-0.8
768160,-0.8
769760,-1.0
771360,-1.0
772960,-0.8
774560,-0.8
776160,-0.8
777760,-0.8
779360,-1.0
780960,-1.0
782560,-1.0
784160,-1.0
785760,-1.0
787360,-0.8
788960,-0.8
790560,-1.0
792160,-1.0
793760,-1.0
795360,-0.8
796960,-0.8
798560,-0.8
800160,-0.6
801760,-0.8
803360,-1.0
804960,-1.0
806560,-0.8
808160,-0.8
809760,-0.8
811360,-1.0
812960,-0.8
814560,-0.8
816160,-1.0
817760,-1.0
819360,-1.0
820960,-1.0
822560,-0.8
824160,-0.8
825760,-1.0
827360,-0.8
828960,-0.8
830560,-0.8
832160,-1.0
833760,-1.0
835360,-0.8
836960,-1.0
838560,-0.4
840160,-0.4
841760,-0.8
843360,-1.0
844960,-1.0
846560,-1.0
848160,-0.8
849760,-0.6
851360,-1.0
852960,-0.8
854560,-0.8
856160,-0.8
857760,-1.0
859360,-1.0
860960,-1.0
862560,-0.8
864160,-0.6
865760,-0.8
867360,-0.4
868960,-0.6
870560,-1.0
872160,-1.0
873760,-0.8
875360,-1.0
876960,-0.8
878560,-0.6
880160,-0.8
881760,-0.6
883360,-1.0
884960,-1.0
886560,-1.0
888160,-1.0
889760,-1.0
891360,-0.6
892960,-0.8
894560,-0.4
896160,-1.0
897760,-1.0
899360,-0.4
900960,-0.6
902560,-1.0
904160,-1.0
905760,-1.0
907360,-0.6
908960,-0.8
910560,-0.6
912160,-0.8
913760,-0.8
915360,-0.6
916960,-0.8
918560,-0.8
920160,-0.8
921760,-0.8
923360,-0.8
924960,-1.0
926560,-0.8
928160,-1.0
929760,-1.0
931360,-1.0
932960,-1.0
934560,-1.0
936160,-1.0
937760,-0.8
939360,-0.8
940960,-0.8
942560,-0.8
944160,-1.0
945760,-1.0
947360,-0.4
948960,-0.8
950560,-1.0
952160,-0.8
953760,-0.8
955360,-1.0
956960,-0.8
958560,-0.6
960160,-0.6
961760,-0.8
963360,-0.8
964960,-0.6
966560,-0.8
968160,-0.8
969760,-1.0
971360,-1.0
972960,-1.0
974560,-1.0
976160,-1.0
977760,-0.8
979360,-0.8
980960,-1.0
982560,-0.8
984160,-0.8
985760,-1.0
987360,-1.0
988960,-0.8
990560,-0.6
992160,-0.8
993760,-1.0
995360,-0.6
996960,-0.8
998560,-0.4
1000160,-0.6
1001760,-0.2
1003360,-1.0
1004960,-0.8
1006560,-1.0
1008160,-1.0
1009760,-0.8
1011360,-1.0
1012960,-0.6
1014560,-1.0
1016160,-1.0
1017760,-0.8
1019360,-0.6
1020960,-0.8
1022560,-0.8
1024160,-0.8
1025760,-0.8
1027360,-0.6
1028960,-0.8
1030560,-0.4
1032160,-0.8
1033760,-0.6
1035360,-0.6
1036960,-0.6
1038560,-0.8
1040160,-0.8
1041760,-0.8
1043360,-0.8
1044960,-0.8
1046560,-0.8
1048160,-1.0
